,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
293,107.933777,43.68634,-158.942,0.4485574598529334,0.30538061641298087,0.46021103764284826,0,Default series,1,1,2e-06
294,192.931274,93.997856,-102.0,0.5552426903130842,0.3685294839526869,0.5316822057039725,0,Default series,1,1,2e-06
295,26.842581,79.921547,-146.006,0.3467752516833298,0.35086150168618213,0.4764477527220289,0,Default series,1,1,2e-06
296,153.988281,2.731824,-164.00400000000002,0.5063631076235723,0.2539762559075893,0.45385743129383677,0,Default series,1,1,2e-06
297,113.946777,25.747936,-167.47799999999998,0.4561047208123577,0.2828650973403746,0.4494970147674706,0,Default series,1,1,2e-06
298,127.30241399999998,51.724154999999996,-130.02,0.4728681463434309,0.31546933873936955,0.49651269762430017,0,Default series,1,1,2e-06
300,234.000015,36.0,-76.9032,0.6067904211632437,0.29573305050530385,0.5631826379086092,0,Default series,1,1,2e-06
302,296.0,342.0,-164.65400000000002,0.6846101561167435,0.6798111901334172,0.4530415790364568,0,Default series,1,1,2e-06
303,85.934875,91.691551,-159.595,0.420945376996655,0.36563470835198425,0.4593914199135112,0,Default series,1,1,2e-06
304,212.0,52.820477000000004,-96.0,0.5791769413168693,0.31684539532170086,0.5392131496182493,0,Default series,1,1,2e-06
305,71.972092,209.86781299999998,-155.909,0.40341988771995224,0.5139645085387963,0.4640179297915152,0,Default series,1,1,2e-06
306,208.176285,94.0,-134.0,0.5743775774486728,0.3685321750099789,0.49151717149449664,0,Default series,1,1,2e-06
309,77.932732,17.681381,-113.557,0.4109014286421513,0.27274030179263653,0.5171763525677565,0,Default series,1,1,2e-06
311,8.0,138.0,-157.422,0.32312484823146037,0.4237590970480083,0.4621188767677984,0,Default series,1,1,2e-06
312,160.15678400000002,-0.029824,-166.002,0.5141055493115803,0.25050995320776026,0.4513496269703826,0,Default series,1,1,2e-06
314,131.962372,11.821781,-160.52,0.4787171267335784,0.26538558196595385,0.4582303993933935,0,Default series,1,1,2e-06
316,79.952156,152.62780800000002,-100.01700000000001,0.4134361234560087,0.44211929732080973,0.534171182667641,0,Default series,1,1,2e-06
317,198.26757800000001,44.0,-142.0,0.5619405913353392,0.3057743090576729,0.48147591294212766,0,Default series,1,1,2e-06
318,161.97879,68.129913,-142.007,0.5163924534778261,0.336061145967569,0.4814671268408943,0,Default series,1,1,2e-06
319,117.933121,125.683228,-156.44,0.4611082096601933,0.408299610525186,0.4633514412551017,0,Default series,1,1,2e-06
320,67.41864,333.98269700000003,-144.001,0.39770458911522705,0.6697482135939568,0.4789643431467164,0,Default series,1,1,2e-06
321,199.987915,221.94268799999998,-147.221,0.564099884912115,0.5291203762716133,0.4749227365793879,0,Default series,1,1,2e-06
322,190.50993300000002,20.0,-146.0,0.5522035264350277,0.27565053340056594,0.4764552836659432,0,Default series,1,1,2e-06
323,147.96608,81.839348,-108.29,0.4988042979616554,0.3532686436478061,0.5237872661671724,0,Default series,1,1,2e-06
325,101.92313399999999,85.540276,-148.02700000000002,0.44101315729931,0.3579138905142688,0.47391107978023667,0,Default series,1,1,2e-06
326,268.0,28.0,-157.784,0.6494657511834521,0.2856917919529349,0.4616645098183037,0,Default series,1,1,2e-06
327,1.999054,49.995518,-106.421,0.31559271693835983,0.31329962735684563,0.5261331551964696,0,Default series,1,1,2e-06
328,248.504715,178.025482,-107.652,0.624996101528812,0.47399737372865713,0.5245880565367239,0,Default series,1,1,2e-06
329,278.0,150.513199,-150.0,0.6620173243739133,0.4394651303575389,0.4714346543897587,0,Default series,1,1,2e-06
331,240.693466,18.0,-98.0,0.6151917551755703,0.2731402187624737,0.536702834980157,0,Default series,1,1,2e-06
332,179.74714699999998,75.96860500000001,-142.002,0.5386945368138005,0.3458999376031173,0.48147340262748956,0,Default series,1,1,2e-06
333,83.94336700000001,23.731764000000002,-102.22200000000001,0.4184457211545161,0.2803344842981188,0.5314035607791443,0,Default series,1,1,2e-06
334,222.30003399999998,92.0,-158.0,0.5921051043783931,0.3660218603718867,0.4613933958373897,0,Default series,1,1,2e-06
335,33.971603,35.163261,-166.01,0.3557232958242706,0.2946828114253226,0.4513395857118303,0,Default series,1,1,2e-06
336,113.95105,63.768162,-97.0103,0.456110084099582,0.33058646227606225,0.5379450641788169,0,Default series,1,1,2e-06
338,49.975528999999995,155.809784,-138.009,0.3758107406766431,0.4461131777862388,0.48648524580244074,0,Default series,1,1,2e-06
339,182.0,4.0,-161.102,0.5415222217454856,0.255568016295828,0.45749989783370865,0,Default series,1,1,2e-06
340,244.0,192.0,-155.792,0.6193419755263452,0.4915375922764989,0.46416478319784354,0,Default series,1,1,2e-06
341,230.52423100000001,26.0,-118.0,0.6024277654362203,0.28318147731484267,0.5115996885992345,0,Default series,1,1,2e-06
342,161.990906,27.956910999999998,-163.953,0.5164076609639038,0.28563770847921455,0.4539214443171081,0,Default series,1,1,2e-06
343,64.92178299999999,83.711052,-134.02100000000002,0.3945706407770655,0.355617926622494,0.4914908131907967,0,Default series,1,1,2e-06
344,175.97735600000001,161.892776,-152.333,0.5339628560488764,0.45374828971673786,0.4685063723644241,0,Default series,1,1,2e-06
345,105.942047,47.725513,-104.48100000000001,0.4460575253658696,0.3104504139668244,0.5285681603954191,0,Default series,1,1,2e-06
346,59.946098,80.173073,-148.019,0.38832537333204753,0.3511772063860125,0.47392112103878903,0,Default series,1,1,2e-06
347,169.986435,76.895668,-118.005,0.5264433077078993,0.3470635475127841,0.5115934128126394,0,Default series,1,1,2e-06
348,3.998686,45.993778000000006,-174.34,0.31810256967855866,0.30827681410692603,0.4408841252441761,0,Default series,1,1,2e-06
349,230.0,46.094131,-78.0,0.6017697730596994,0.30840277290936424,0.5618059813610795,0,Default series,1,1,2e-06
350,105.938728,266.29855299999997,-110.022,0.4460533594987277,0.584793964868985,0.5216133336905846,0,Default series,1,1,2e-06
351,3.9948650000000003,11.975677000000001,-172.555,0.31809777372244263,0.2655787456567258,0.4431245810586734,0,Default series,1,1,2e-06
353,272.0,297.119446,-142.0,0.6544863804596366,0.6234790342974724,0.48147591294212766,0,Default series,1,1,2e-06
354,143.055099,61.79806899999999,-138.015,0.492640244215809,0.32811368562791077,0.4864777148585265,0,Default series,1,1,2e-06
355,13.249644,75.97865300000001,-114.00200000000001,0.32971397732044694,0.3459125494238591,0.516617807560781,0,Default series,1,1,2e-06
357,73.94375600000001,124.531517,-114.02,0.405894636220252,0.40685403203411,0.5165952147290381,0,Default series,1,1,2e-06
358,278.0,316.0,-149.341,0.6620173243739133,0.647177099838218,0.4722618030630101,0,Default series,1,1,2e-06
359,139.954544,58.552116000000005,-140.016,0.4887485599144539,0.32403950396268105,0.4839661450631152,0,Default series,1,1,2e-06
361,53.945755000000005,10.586864,-114.01899999999999,0.3807939988988103,0.2638355668549894,0.5165964698863572,0,Default series,1,1,2e-06
363,125.931175,103.674019,-122.16,0.4711470256764194,0.3806745907624202,0.5063782341520028,0,Default series,1,1,2e-06
364,45.992785999999995,167.96583600000002,-87.1054,0.3708117716503134,0.4613709354247441,0.5503772719082369,0,Default series,1,1,2e-06
365,46.0,374.0,-138.529,0.370820826355213,0.7199762243428931,0.48583256399653674,0,Default series,1,1,2e-06
366,123.945847,85.743523,-103.74700000000001,0.4686551267065122,0.35816899747389297,0.5294894458675989,0,Default series,1,1,2e-06
368,65.349785,53.698043999999996,-122.022,0.39510785061993187,0.31794687996470417,0.506551445862031,0,Default series,1,1,2e-06
370,225.999985,224.0,-150.92600000000002,0.5967491249561552,0.5317026264859748,0.47027237871232197,0,Default series,1,1,2e-06
371,292.56143199999997,112.0,-108.0,0.6802942123245057,0.39112500675280915,0.5241512617896958,0,Default series,1,1,2e-06
372,111.72643300000001,31.689701,-154.023,0.4533178397899576,0.29032294716817675,0.46638515649523615,0,Default series,1,1,2e-06
373,55.94891,71.758026,-149.52200000000002,0.38330827355824415,0.3406149985538454,0.4720346195882627,0,Default series,1,1,2e-06
374,288.0,194.90055800000002,-122.0,0.6745688975643744,0.49517824887951667,0.5065790593230501,0,Default series,1,1,2e-06
375,11.99461,51.974476,-167.34900000000002,0.3281387122096952,0.3157835309746305,0.4496589300616275,0,Default series,1,1,2e-06
376,45.967392,73.845558,-162.842,0.3707798981853535,0.34323517962238836,0.45531592409856836,0,Default series,1,1,2e-06
377,264.16058300000003,318.0,-148.0,0.644646678835032,0.6496874144763103,0.47394496902785094,0,Default series,1,1,2e-06
380,177.97731000000002,175.892548,-153.381,0.536473112949732,0.4713202060075148,0.46719096749406375,0,Default series,1,1,2e-06
381,129.945068,47.73983,-137.944,0.4761850928532374,0.3104683840541611,0.48656683102817877,0,Default series,1,1,2e-06
383,87.986595,365.936523,-140.506,0.4235206083712883,0.709855292169383,0.4833511179767826,0,Default series,1,1,2e-06
384,288.0,334.0,-168.442,0.6745688975643744,0.6697699315810481,0.4482870431119101,0,Default series,1,1,2e-06
385,125.95192,87.77226999999999,-169.247,0.471173063915003,0.3607153941194359,0.44727664147007795,0,Default series,1,1,2e-06
387,175.999664,1.9983849999999999,-163.64600000000002,0.5339908560983496,0.2530556745786655,0.4543067776140553,0,Default series,1,1,2e-06
388,165.92478899999998,324.872803,-112.02600000000001,0.5213453030036248,0.6583138634641224,0.5190979984232161,0,Default series,1,1,2e-06
389,115.77362099999999,111.63308,-126.027,0.4583976974297132,0.39066446442930475,0.5015245407992514,0,Default series,1,1,2e-06
390,258.0,113.750755,-108.0,0.6369141779929908,0.39332247970491574,0.5241512617896958,0,Default series,1,1,2e-06
391,18.0,201.999985,-120.398,0.33567642142192156,0.5040891466396004,0.508589821348162,0,Default series,1,1,2e-06
392,5.996165,35.981838,-169.28599999999997,0.3206097200650496,0.2957102543380754,0.4472276903346352,0,Default series,1,1,2e-06
393,145.942932,159.75341799999998,-148.02,0.4962649289419419,0.45106305886497794,0.47391986588147,0,Default series,1,1,2e-06
394,57.658085,75.743271,-142.019,0.38545355706902484,0.34561710798378736,0.4814520649530658,0,Default series,1,1,2e-06
395,115.926125,89.934753,-144.026,0.458589113941497,0.3634296504841987,0.4789329642137402,0,Default series,1,1,2e-06
396,201.445114,36.0,-94.0,0.5659288989022717,0.29573305050530385,0.5417234642563415,0,Default series,1,1,2e-06
397,173.039078,81.948524,-154.004,0.5302748549117842,0.3534056767032703,0.466409004484298,0,Default series,1,1,2e-06
398,113.941948,327.1185,-126.01700000000001,0.45609865965766405,0.6611325664900323,0.5015370923724418,0,Default series,1,1,2e-06
400,142.749725,61.797165,-140.015,0.49225695180466256,0.32811255096569436,0.4839674002204342,0,Default series,1,1,2e-06
401,197.991028,191.664963,-148.003,0.561593477578757,0.49111706813379763,0.4739412035558938,0,Default series,1,1,2e-06
403,199.965607,319.837036,-95.1905,0.5640718848626418,0.6519931836570615,0.5402291994680171,0,Default series,1,1,2e-06
405,169.969543,173.855728,-153.939,0.5264221055904659,0.4687636764769353,0.46649058971003604,0,Default series,1,1,2e-06
406,52.874424,155.87027,-120.01,0.3794493099530393,0.44618909723183864,0.5090768223879519,0,Default series,1,1,2e-06
407,256.727081,168.71813999999998,-103.37299999999999,0.635316464393588,0.46231519529649173,0.5299588747049222,0,Default series,1,1,2e-06
409,232.0,98.0,-115.176,0.6042800876977916,0.37355280428616344,0.5151442528682209,0,Default series,1,1,2e-06
410,23.997132999999998,131.986435,-161.72,0.3432037668001646,0.41621112692469875,0.45672421061053814,0,Default series,1,1,2e-06
411,127.95591,31.791157000000002,-163.329,0.47368838663079826,0.29045029040913783,0.45470466248419295,0,Default series,1,1,2e-06
412,182.79216,55.987033999999994,-134.001,0.5425165071673411,0.32081992251642755,0.4915159163371776,0,Default series,1,1,2e-06
413,49.959633000000004,57.808792000000004,-164.044,0.37579078869589955,0.3231065154036584,0.45380722500107495,0,Default series,1,1,2e-06
414,95.932823,115.68184699999999,-157.622,0.4334943746042975,0.3957463039624671,0.46186784530398917,0,Default series,1,1,2e-06
415,250.0,28.0,-157.61700000000002,0.6268729194406218,0.2856917919529349,0.46187412109058434,0,Default series,1,1,2e-06
416,290.0,142.0,-149.675,0.6770792122024667,0.4287797263241928,0.4718425805184487,0,Default series,1,1,2e-06
418,133.266617,51.755718,-142.018,0.4803541593911577,0.3155089552698306,0.48145332011038483,0,Default series,1,1,2e-06
419,248.0,42.0,-105.369,0.6243626048025296,0.30326399441958063,0.5274535806961062,0,Default series,1,1,2e-06
420,276.0,34.0,-155.18,0.659507009735821,0.29322273586721165,0.4649329394770998,0,Default series,1,1,2e-06
421,21.996006,113.981071,-161.339,0.34069203759977384,0.39361156251800916,0.45720242554909474,0,Default series,1,1,2e-06
422,74.174339,263.87399300000004,-120.009,0.40618405416034964,0.5817507606395187,0.5090780775452709,0,Default series,1,1,2e-06
423,103.935577,147.694885,-101.296,0.4435390898599232,0.43592770291306876,0.532565836456581,0,Default series,1,1,2e-06
424,149.973389,51.873981,-158.15,0.5013237865445925,0.315657393939853,0.4612051222395328,0,Default series,1,1,2e-06
425,212.0,40.0,-120.37200000000001,0.5791769413168693,0.30075367978148837,0.5086224554384572,0,Default series,1,1,2e-06
427,215.106461,175.396469,-111.376,0.5830760385773506,0.4706975488198397,0.5199138506805961,0,Default series,1,1,2e-06
429,28.037136,3.8307330000000004,-130.013,0.34827460613458294,0.25535555958190503,0.4965214837255335,0,Default series,1,1,2e-06
430,186.730591,53.996689,-118.0,0.5474598576625493,0.31832172642225076,0.5115996885992345,0,Default series,1,1,2e-06
434,13.986863,5.937779,-172.59099999999998,0.3306393031440368,0.25800023379037185,0.44307939539518776,0,Default series,1,1,2e-06
435,38.0,396.0,-136.005,0.36077956780284404,0.7475896853619077,0.48900058106980915,0,Default series,1,1,2e-06
436,1.996091,17.491055,-170.00099999999998,0.3155889979072235,0.27250141272073175,0.44633025285151723,0,Default series,1,1,2e-06
437,264.0,36.0,-141.026,0.6444451219072675,0.29573305050530385,0.4826984361708786,0,Default series,1,1,2e-06
438,206.0,60.0,-102.029,0.5716459974025925,0.3258568261624108,0.5316458061417202,0,Default series,1,1,2e-06
439,43.948177,13.684145000000001,-128.018,0.36824546569937583,0.26772314177128187,0.49902552257703053,0,Default series,1,1,2e-06
440,45.953941,11.781847,-167.55700000000002,0.3707630150642551,0.2653354585135751,0.4493978573392659,0,Default series,1,1,2e-06
441,121.934082,139.316071,-156.023,0.4661300451425614,0.42541097319604265,0.4638748418571439,0,Default series,1,1,2e-06
442,240.0,16.0,-161.39700000000002,0.6143213462501607,0.2706299041243815,0.45712962642459004,0,Default series,1,1,2e-06
443,59.980762,204.178238,-152.007,0.3883688821053549,0.5068231968352845,0.46891555365043314,0,Default series,1,1,2e-06
444,298.0,204.0,-149.94799999999998,0.6871204707548357,0.5065994801050524,0.4714999225703491,0,Default series,1,1,2e-06
446,1.9966709999999999,25.984232000000002,-167.715,0.31558972589846856,0.28316168599423597,0.44919954248285665,0,Default series,1,1,2e-06
447,280.0,54.0,-153.634,0.6645276390120055,0.3183258822481341,0.4668734126923451,0,Default series,1,1,2e-06
449,246.0,63.481789,-126.0,0.6218522901644373,0.3302270191091351,0.5015584300468656,0,Default series,1,1,2e-06
450,207.265411,30.0,-118.0,0.573234287280844,0.2882021065910272,0.5115996885992345,0,Default series,1,1,2e-06
451,141.288101,383.68066400000004,-130.024,0.4904223837433691,0.7321269806157193,0.496507676995024,0,Default series,1,1,2e-06
452,47.999996,364.0,-141.14600000000002,0.373331135972676,0.7074246511524318,0.48254781729259305,0,Default series,1,1,2e-06
453,10.305698,71.987938,-108.001,0.3260188619516704,0.3409035742833819,0.5241500066323768,0,Default series,1,1,2e-06
454,25.976231,5.887424,-173.132,0.34568784613997416,0.2579370303435713,0.4424003552855838,0,Default series,1,1,2e-06
455,282.0,144.0,-148.66,0.6670379536500978,0.43129004096228507,0.4731165651972805,0,Default series,1,1,2e-06
457,21.988917999999998,87.94751,-139.049,0.34068314104469644,0.3609353478880255,0.4851798821906328,0,Default series,1,1,2e-06
460,61.54037099999999,53.73646899999999,-160.02,0.3903264367565551,0.31799510938468856,0.45885797805291656,0,Default series,1,1,2e-06
461,169.23671000000002,191.83088700000002,-152.013,0.5255022848868774,0.4913253288568031,0.4689080227065188,0,Default series,1,1,2e-06
462,143.938049,189.706558,-149.09799999999998,0.49374848537066074,0.4886589617643911,0.4725668062915383,0,Default series,1,1,2e-06
463,43.967273999999996,61.845001,-164.475,0.36826943543869767,0.32817259267120824,0.4532662521965661,0,Default series,1,1,2e-06
464,276.0,30.0,-155.345,0.659507009735821,0.2882021065910272,0.46472583851945715,0,Default series,1,1,2e-06
465,193.392456,42.0,-146.0,0.5558215462757965,0.30326399441958063,0.4764552836659432,0,Default series,1,1,2e-06
467,53.990337,196.860001,-88.0034,0.38084995632240803,0.4976376581022204,0.5492501406357335,0,Default series,1,1,2e-06
468,27.993311,115.96831499999999,-163.455,0.3482195988650757,0.39610586636933964,0.4545465126619931,0,Default series,1,1,2e-06
